#{"t_start": 1755855431.188443, "env_id": "None"}
r,l,t
-964.923728,3000,9900.58646
66.849359,3000,9912.472309
38.839017,3000,9923.770807
-1056.235433,3000,9936.071248
-1291.437013,3000,9947.450045
152.128081,3000,9958.80342
-246.953057,3000,9970.741989
-352.311732,3000,9982.737914
-3387.344362,3000,9994.357199
-964.80805,3000,10006.203964
-25.639435,3000,10018.144233
-195.623388,3000,10029.857135
125.932669,3000,10041.52488
-195.714656,3000,10053.209104
-68.800053,3000,10065.719894
-4126.456802,3000,10078.188881
-1347.850229,3000,10090.686968
-582.809058,330,10091.980576
-7528.556225,3000,10104.244432
-2317.952191,3000,10115.877867
-413.773552,3000,10127.264925
-2391.041123,3000,10138.908245
-2891.241589,3000,10150.991663
-439.366002,3000,10162.805718
-2065.734996,3000,10174.278926
-2085.988993,3000,10185.684761
-1824.186848,3000,10197.342268
206.394031,3000,10209.231197
160.52521,3000,10220.861182
-2466.635032,3000,10232.241984
-656.850502,3000,10243.692986
240.822081,3000,10255.081473
-11.239273,3000,10266.633834
292.241478,3000,10278.353613
121.287002,3000,10290.57885
-1554.99665,3000,10302.032612
-50.22966,3000,10314.057125
-1798.125419,3000,10325.309955
-510.793736,3000,10336.870327
218.761535,3000,10348.366154
-9025.035038,3000,10359.95074
-781.225362,3000,10371.790964
-2385.663907,3000,10383.048865
-8537.318298,3000,10394.542627
-1007.719912,3000,10406.070465
-3821.16482,3000,10417.769559
-644.536821,3000,10429.423692
-2414.387067,3000,10440.928595
-73.603739,3000,10452.421171
-170.6385,3000,10464.196304
77.396507,3000,10475.46168
-774.602475,3000,10489.215284
-1138.236925,3000,10501.112515
-5.557952,46,10501.301332
-1281.971211,3000,10512.836371
106.818516,3000,10524.379994
-102.102301,115,10524.843283
-2532.649222,3000,10537.24018
-2911.266501,3000,10549.180532
-638.994934,3000,10561.386655
182.848663,3000,10573.34605
-2356.015648,3000,10585.268039
-66.049601,3000,10598.328144
-1657.393166,3000,10610.249804
81.837728,3000,10622.151315
217.527625,3000,10633.876549
220.150193,3000,10645.582565
-420.458038,3000,10657.445073
-2132.732596,3000,10669.403759
898.275264,3000,10681.391409
-4291.127628,3000,10693.230547
-4841.716844,3000,10705.094004
238.138034,3000,10716.973507
26.989794,3000,10728.893617
-578.078721,3000,10740.809304
10.0,1,10740.821681
-720.313325,3000,10752.765328
-1190.407316,3000,10766.06219
-1217.751143,3000,10778.333997
-905.271028,3000,10791.427703
-121.287077,3000,10803.538848
-780.347789,3000,10815.983559
-1343.908794,3000,10828.643574
35.930029,3000,10841.258575
-1533.04701,3000,10853.966492
156.660477,3000,10866.734091
4.996881,3000,10879.994362
169.421402,3000,10892.345921
-210.707005,227,10893.231975
114.53416,3000,10905.54319
-266.190664,3000,10917.687776
-1135.104673,3000,10930.054164
10.120119,7,10930.087682
-1189.095129,3000,10942.463202
-935.730173,3000,10954.615874
-1764.825331,3000,10966.528476
6.643382,49,10966.73723
-1816.650427,3000,10978.38781
263.14506,3000,10990.791468
-1286.469383,3000,11003.546878
-1344.153065,2097,11012.644173
-4554.946615,3000,11022.776114
-6129.178057,3000,11030.777157
33.816668,3000,11042.228951
-945.735655,3000,11053.232382
-2543.368704,3000,11064.098676
-32.155901,3000,11074.567253
-1279.060283,3000,11085.153655
-317.679382,3000,11096.535797
-156.532605,3000,11107.574792
-125.806271,3000,11118.136308
121.759594,3000,11129.393445
-8665.115344,3000,11140.060194
-127.464442,3000,11151.412189
-1160.55372,3000,11162.714595
66.923622,3000,11173.552486
105.364393,3000,11184.985445
-1169.636661,3000,11195.57245
-699.746062,3000,11206.550532
-2028.246185,3000,11217.204842
164.140003,3000,11227.81473
-3431.000938,3000,11238.377562
-615.041799,3000,11249.068017
-1484.08222,3000,11259.93156
-1027.589923,3000,11270.792973
-4767.426672,3000,11281.828915
-64.263649,3000,11292.742928
-3729.837158,3000,11303.779943
-3670.966723,3000,11314.594998
-980.651925,3000,11325.856414
753.295744,3000,11336.301065
119.59658,3000,11347.559855
46.905337,3000,11358.715773
-8541.561497,3000,11369.657572
-2766.737145,3000,11380.532541
150.422159,3000,11391.772595
-3116.376035,3000,11402.646908
-2640.295777,3000,11415.104721
133.65394,3000,11426.263073
-384.703159,3000,11437.701326
-151.298826,3000,11448.05791
-274.930705,3000,11458.830473
-475.853467,3000,11470.196331
-934.916716,3000,11481.844343
267.492638,3000,11493.186585
-211.903151,3000,11504.46061
-6192.244907,3000,11515.525932
-609.235478,3000,11526.141487
-2306.478197,3000,11536.960322
-689.94175,3000,11548.182959
-29.725938,3000,11559.163528
-1986.926521,3000,11569.751668
-1593.856192,3000,11580.557566
248.245285,3000,11591.671834
-1099.181908,3000,11603.491052
-424.5876,3000,11614.49353
-4149.142513,3000,11625.411675
-1145.938183,3000,11636.012339
51.540631,3000,11646.563299
-138.809241,3000,11657.590187
-27.966679,3000,11668.781617
-967.52422,3000,11680.041994
128.671193,3000,11690.846034
-2023.867983,3000,11701.584665
-7116.430308,3000,11712.321497
-1301.209238,3000,11723.318757
-7817.995248,3000,11734.122922
175.47965,3000,11745.554635
194.947701,3000,11756.43764
-150.480579,179,11757.130127
266.854685,3000,11767.908225
-1243.199287,3000,11778.77146
28.181564,3000,11790.367193
203.770839,3000,11801.775157
-545.719848,3000,11812.330051
-1743.606784,3000,11823.068339
-51.610239,3000,11833.438282
-51.10763,3000,11844.58197
-245.269163,3000,11855.747531
-3403.059207,3000,11867.637027
10.0,1,11867.647859
-504.233115,3000,11878.10245
867.003236,3000,11889.153284
-1430.964778,3000,11900.379707
-113.202509,3000,11912.032137
10.0,1,11912.04207
218.572913,3000,11923.253864
-26.173577,3000,11934.70176
-3857.122078,3000,11945.732982
-829.920696,3000,11956.338285
-1202.728165,3000,11966.870962
-16.277524,3000,11977.170047
-2884.337891,3000,11987.634293
-1824.529733,3000,11998.590847
840.272641,3000,12009.159695
-3042.263631,3000,12019.445226
94.524712,3000,12029.906306
94.9128,3000,12040.170866
-326.989193,3000,12050.625791
-2580.878695,3000,12061.131897
-158.366058,3000,12071.833279
-6318.176565,3000,12082.198905
-5138.147805,3000,12092.744142
-1798.646822,3000,12103.02384
-861.385917,3000,12113.320662
-1080.1574,3000,12123.732823
-1023.250619,3000,12133.91337
147.617578,3000,12144.324654
268.631047,3000,12154.519219
-2342.93153,3000,12164.984547
-2754.3468,3000,12175.25164
-519.888005,3000,12185.629719
-357.713971,3000,12195.815379
-1806.152978,3000,12206.266868
2305.411427,3000,12216.575679
-7265.62228,3000,12226.965506
-267.057316,3000,12237.195093
112.437506,3000,12247.656224
-326.627243,3000,12258.006912
-2248.803663,3000,12268.321932
-202.906112,3000,12278.793748
-1301.398354,3000,12289.104142
454.510326,3000,12299.547208
-2158.354183,3000,12309.981039
-154.801431,3000,12320.620573
-4.553154,3000,12330.903323
-34.172036,3000,12341.403098
1114.747655,3000,12351.903155
-1451.639771,3000,12363.474231
58.175128,3000,12374.391738
-206.591524,3000,12385.372879
-4079.133203,3000,12397.131777
438.364113,3000,12408.477227
-1785.145643,3000,12420.190661
-2666.63096,3000,12431.041047
-2682.4239,3000,12442.094589
-1913.245371,3000,12452.897873
-1778.291799,3000,12463.8211
-1792.555234,3000,12474.400405
-885.707189,3000,12484.994342
-6516.244257,3000,12495.499044
10.0,1,12495.511055
-596.610557,247,12496.346465
292.852728,3000,12507.114909
-3854.847982,3000,12518.014943
-3595.406398,3000,12529.200527
-1013.71382,3000,12540.077397
-9043.692942,3000,12551.023658
-1532.370101,3000,12561.966198
-811.269571,3000,12573.179409
-644.431868,3000,12584.12673
133.690579,3000,12594.853601
-3399.371593,3000,12606.029758
158.492029,3000,12616.935613
-487.316791,3000,12627.404211
261.076748,3000,12637.677023
-3138.806481,3000,12648.362597
-332.821068,3000,12658.792048
-1577.0299,3000,12669.239527
-1378.515945,3000,12679.469807
-1454.327529,3000,12689.934028
-681.911187,3000,12700.192089
228.044179,3000,12710.68806
-413.878252,3000,12721.321839
225.605509,3000,12731.814285
-40.449222,3000,12742.169232
-2759.431585,3000,12752.42935
-697.593067,3000,12762.925172
271.72512,3000,12773.237145
272.89635,3000,12783.628118
-402.617145,3000,12793.917243
-8380.164441,3000,12804.20991
-1617.598764,3000,12814.507902
260.910449,3000,12824.948928
-427.894951,3000,12835.258694
307.43473,3000,12845.700324
2833.259215,3000,12855.968672
-2067.656268,3000,12866.358367
-15.616309,3000,12876.700299
-2569.036961,3000,12887.115984
-3606.924811,3000,12897.452691
-1684.23627,3000,12907.736493
157.872888,3000,12918.168941
-876.734801,3000,12928.407253
21.436925,3000,12938.877323
-1841.348784,3000,12949.239478
10.0,1,12949.249274
-8590.169023,3000,12959.760774
185.974021,3000,12970.072843
291.244699,3000,12980.526373
-334.573485,3000,12990.801587
-3076.067642,3000,13001.298132
-832.347607,3000,13011.538865
-2864.514886,3000,13022.072123
-385.647016,3000,13032.271252
-2193.103007,3000,13042.507513
-500.988583,227,13043.430144
-117.844428,3000,13053.684458
-1732.963283,3000,13064.191119
-2191.563034,3000,13075.121778
174.164572,3000,13085.382981
-287.00859,131,13085.978935
235.852382,3000,13096.227862
-1095.114483,3000,13106.487361
-177.224689,3000,13116.950788
-476.600998,3000,13127.186358
-346.732564,3000,13137.610239
-93.342293,3000,13147.843364
-2724.573079,3000,13158.258829
34.248031,3000,13168.493161
-7772.50656,3000,13178.833311
-173.872434,3000,13189.100393
-2156.201667,3000,13199.559182
-488.33275,3000,13209.855456
207.879019,3000,13220.256314
203.32697,3000,13230.527165
-266.962627,118,13230.931652
52.769659,3000,13241.361921
71.373745,3000,13251.657382
-4529.800957,3000,13261.842496
308.840481,3000,13272.250547
-80.371093,3000,13282.528096
17.72528,3000,13293.018695
-1716.018979,3000,13303.289263
-438.443348,3000,13313.746997
-38.376441,3000,13324.078617
80.326961,3000,13334.490775
-430.138478,3000,13344.810882
-283.779024,3000,13355.287009
257.204679,3000,13365.552317
-3038.206833,3000,13375.966024
286.581871,3000,13386.363284
-31.474961,3000,13396.944167
84.805728,3000,13407.209536
75.912073,3000,13417.572215
-150.269149,3000,13428.048376
-484.858658,3000,13438.332938
-4356.286351,3000,13448.800371
44.412728,3000,13458.992438
314.142274,3000,13469.361023
-994.716634,3000,13479.571837
99.607618,3000,13489.964755
-3419.172696,3000,13500.4565
-1790.348689,3000,13511.243254
-739.937028,3000,13521.657214
53.289947,3000,13532.211108
-3183.467098,3000,13542.635
-393.108095,3000,13553.027061
145.374274,3000,13563.633077
-75.420591,3000,13574.017713
-879.530537,3000,13584.469193
-3791.665711,3000,13594.943159
188.238932,3000,13605.463837
-591.452676,3000,13615.926053
56.408564,3000,13626.511728
-162.992829,3000,13636.9926
-6579.07389,3000,13647.429035
-1857.193933,3000,13657.880311
-130.814122,3000,13668.324585
-119.428163,3000,13678.681385
125.961968,3000,13689.308159
-1173.722193,3000,13699.660706
67.414974,3000,13710.012252
-1256.276408,3000,13720.503082
257.815479,3000,13730.944808
-130.818175,3000,13741.773933
-1880.955807,3000,13752.215192
-1558.454226,3000,13762.688198
-814.85371,3000,13773.117309
-84.514322,83,13773.405445
-1645.809006,3000,13783.980261
-1782.596766,3000,13794.339309
310.9268,3000,13804.938111
-254.158535,3000,13815.379973
-9542.545317,3000,13826.002034
-1621.018019,3000,13836.391603
-616.701782,3000,13846.993179
-192.051042,3000,13857.298437
-2980.046586,3000,13867.619453
-294.027575,3000,13878.132519
183.869306,3000,13888.442706
-5891.446702,3000,13898.954254
-4375.876958,3000,13909.322066
-2380.084649,3000,13919.802611
-1807.186306,3000,13930.216959
-169.328439,3000,13940.742257
-276.50228,3000,13951.056916
-1613.181453,3000,13961.58405
-1185.480242,3000,13971.926609
262.570952,3000,13982.413773
-913.019371,3000,13992.802597
-3231.004501,3000,14003.297099
-722.823771,3000,14013.707438
-705.746092,3000,14024.033491
-526.080622,3000,14034.467419
-3078.063426,3000,14044.750084
-1205.053481,3000,14055.218067
-809.762191,3000,14065.528987
-1975.582316,3000,14075.921488
-277.576724,3000,14087.865251
-16.910755,3000,14098.495636
148.064316,3000,14108.930734
-7352.351988,3000,14119.503427
-2571.742783,3000,14129.932178
-1861.815596,3000,14140.470223
-155.762026,3000,14150.848324
290.034372,3000,14161.198905
228.143024,3000,14171.758095
109.63944,3000,14182.126782
104.457535,3000,14192.641997
-1131.529458,3000,14202.946623
-3897.860538,3000,14213.457672
-84.228496,3000,14223.750198
294.954028,3000,14234.158588
-586.472892,3000,14244.517358
-580.091352,3000,14254.892963
66.736788,3000,14265.117476
235.627803,3000,14275.726972
-6656.943934,3000,14286.130062
-1262.628784,3000,14296.786866
-36.499202,3000,14307.28048
120.160289,3000,14317.77302
-4361.961479,3000,14328.269457
42.017015,3000,14338.626002
-5681.927594,3000,14349.173259
33.02738,3000,14359.58564
-505.368282,3000,14370.061857
-6385.142198,3000,14380.450362
1054.246951,3000,14390.992274
94.937622,3000,14401.311212
-48.602155,3000,14412.03922
-898.882661,3000,14422.694708
-822.146948,3000,14433.327903
-994.427264,3000,14443.668466
-1743.54725,3000,14454.199831
-362.73038,3000,14464.590806
42.381476,3000,14474.892493
-1066.17695,3000,14485.481345
-5037.91348,3000,14495.867388
97.546464,3000,14506.30991
-1370.015972,3000,14516.684549
-119.235008,3000,14527.25186
-1517.558414,3000,14537.509761
-2364.913971,1474,14542.664644
-888.605215,3000,14553.0672
-527.276722,3000,14563.594176
-456.40205,3000,14573.960928
-20.611486,3000,14584.470089
-3416.494833,3000,14594.77409
-23.006304,3000,14605.285067
270.570457,3000,14615.618827
-786.677141,3000,14626.134418
30.104108,3000,14636.904582
-448.134332,3000,14647.344761
-721.820796,3000,14657.947786
-685.038374,3000,14668.468644
-2188.892578,3000,14678.864073
177.305251,3000,14689.264339
166.418652,3000,14699.817255
10.0,1,14699.827664
-116.93184,3000,14710.223334
-1726.440352,3000,14720.86023
-718.605239,3000,14731.354519
257.926209,3000,14742.134258
-2445.938602,3000,14752.549412
-8750.498316,3000,14763.113459
-218.074602,3000,14773.484181
-1251.403989,385,14774.787392
39.033209,3000,14785.443624
-291.941473,3000,14796.245646
-1533.308665,3000,14806.807823
-2424.700378,3000,14817.125874
-7488.750159,3000,14827.941613
-1063.612514,3000,14838.421488
-2754.169509,3000,14849.090515
-1485.54217,3000,14859.466486
-217.262548,3000,14869.955601
-70.287091,3000,14880.283861
64.556104,3000,14890.718188
260.896105,3000,14901.266907
-328.561748,3000,14911.592942
247.873069,3000,14922.125095
22.969702,3000,14932.424841
-1225.46163,3000,14942.943684
292.992395,3000,14953.251817
